p cnf 91 2366
-19 -53 -109 -121 -29 0
-34 -53 -109 -121 -44 0
-4 -66 -109 -121 -13 0
-20 -66 -109 -121 -29 0
-35 -66 -109 -121 -44 0
-49 -66 -109 -121 -58 0
-5 -78 -109 -121 -13 0
-21 -78 -109 -121 -29 0
-36 -78 -109 -121 -44 0
-50 -78 -109 -121 -58 0
-63 -78 -109 -121 -71 0
-6 -89 -109 -121 -13 0
-22 -89 -109 -121 -29 0
-37 -89 -109 -121 -44 0
-51 -89 -109 -121 -58 0
-64 -89 -109 -121 -71 0
-76 -89 -109 -121 -83 0
-7 -99 -109 -121 -13 0
-23 -99 -109 -121 -29 0
-38 -99 -109 -121 -44 0
-52 -99 -109 -121 -58 0
-65 -99 -109 -121 -71 0
-77 -99 -109 -121 -83 0
-88 -99 -109 -121 -94 0
-1 -18 -41 -128 -13 0
-1 -19 -55 -128 -13 0
-2 -34 -55 -128 -13 0
-18 -34 -55 -128 -29 0
-1 -20 -68 -128 -13 0
-2 -35 -68 -128 -13 0
-18 -35 -68 -128 -29 0
-3 -49 -68 -128 -13 0
-19 -49 -68 -128 -29 0
-34 -49 -68 -128 -44 0
-1 -21 -80 -128 -13 0
-2 -36 -80 -128 -13 0
-18 -36 -80 -128 -29 0
-3 -50 -80 -128 -13 0
-19 -50 -80 -128 -29 0
-34 -50 -80 -128 -44 0
-4 -63 -80 -128 -13 0
-20 -63 -80 -128 -29 0
-35 -63 -80 -128 -44 0
-49 -63 -80 -128 -58 0
-1 -22 -91 -128 -13 0
-2 -37 -91 -128 -13 0
-18 -37 -91 -128 -29 0
-3 -51 -91 -128 -13 0
-19 -51 -91 -128 -29 0
-34 -51 -91 -128 -44 0
-4 -64 -91 -128 -13 0
-20 -64 -91 -128 -29 0
-35 -64 -91 -128 -44 0
-49 -64 -91 -128 -58 0
-5 -76 -91 -128 -13 0
-21 -76 -91 -128 -29 0
-36 -76 -91 -128 -44 0
-50 -76 -91 -128 -58 0
-63 -76 -91 -128 -71 0
-1 -23 -101 -128 -13 0
-2 -38 -101 -128 -13 0
-18 -38 -101 -128 -29 0
-3 -52 -101 -128 -13 0
-19 -52 -101 -128 -29 0
-34 -52 -101 -128 -44 0
-4 -65 -101 -128 -13 0
-20 -65 -101 -128 -29 0
-35 -65 -101 -128 -44 0
-49 -65 -101 -128 -58 0
-5 -77 -101 -128 -13 0
-21 -77 -101 -128 -29 0
-36 -77 -101 -128 -44 0
-50 -77 -101 -128 -58 0
-63 -77 -101 -128 -71 0
-6 -88 -101 -128 -13 0
-22 -88 -101 -128 -29 0
-37 -88 -101 -128 -44 0
-51 -88 -101 -128 -58 0
-64 -88 -101 -128 -71 0
-76 -88 -101 -128 -83 0
-1 -24 -110 -128 -13 0
-2 -39 -110 -128 -13 0
-18 -39 -110 -128 -29 0
-3 -53 -110 -128 -13 0
-19 -53 -110 -128 -29 0
-34 -53 -110 -128 -44 0
-4 -66 -110 -128 -13 0
-20 -66 -110 -128 -29 0
-35 -66 -110 -128 -44 0
-49 -66 -110 -128 -58 0
-5 -78 -110 -128 -13 0
-21 -78 -110 -128 -29 0
-36 -78 -110 -128 -44 0
-50 -78 -110 -128 -58 0
-63 -78 -110 -128 -71 0
-6 -89 -110 -128 -13 0
-22 -89 -110 -128 -29 0
-37 -89 -110 -128 -44 0
-51 -89 -110 -128 -58 0
-64 -89 -110 -128 -71 0
-76 -89 -110 -128 -83 0
-7 -99 -110 -128 -13 0
-23 -99 -110 -128 -29 0
-38 -99 -110 -128 -44 0
-52 -99 -110 -128 -58 0
-65 -99 -110 -128 -71 0
-77 -99 -110 -128 -83 0
-88 -99 -110 -128 -94 0
-1 -25 -118 -128 -13 0
-2 -40 -118 -128 -13 0
-18 -40 -118 -128 -29 0
-3 -54 -118 -128 -13 0
-19 -54 -118 -128 -29 0
-34 -54 -118 -128 -44 0
-4 -67 -118 -128 -13 0
-20 -67 -118 -128 -29 0
-35 -67 -118 -128 -44 0
-49 -67 -118 -128 -58 0
-5 -79 -118 -128 -13 0
-21 -79 -118 -128 -29 0
-36 -79 -118 -128 -44 0
-50 -79 -118 -128 -58 0
-63 -79 -118 -128 -71 0
-6 -90 -118 -128 -13 0
-22 -90 -118 -128 -29 0
-37 -90 -118 -128 -44 0
-51 -90 -118 -128 -58 0
-64 -90 -118 -128 -71 0
-76 -90 -118 -128 -83 0
-7 -100 -118 -128 -13 0
-23 -100 -118 -128 -29 0
-38 -100 -118 -128 -44 0
-52 -100 -118 -128 -58 0
-65 -100 -118 -128 -71 0
-77 -100 -118 -128 -83 0
-88 -100 -118 -128 -94 0
-8 -109 -118 -128 -13 0
-24 -109 -118 -128 -29 0
-39 -109 -118 -128 -44 0
-53 -109 -118 -128 -58 0
-66 -109 -118 -128 -71 0
-78 -109 -118 -128 -83 0
-89 -109 -118 -128 -94 0
-99 -109 -118 -128 -104 0
-1 -18 -42 -134 -13 0
-1 -19 -56 -134 -13 0
-2 -34 -56 -134 -13 0
-18 -34 -56 -134 -29 0
-1 -20 -69 -134 -13 0
-2 -35 -69 -134 -13 0
-18 -35 -69 -134 -29 0
-3 -49 -69 -134 -13 0
-19 -49 -69 -134 -29 0
-34 -49 -69 -134 -44 0
-1 -21 -81 -134 -13 0
-2 -36 -81 -134 -13 0
-18 -36 -81 -134 -29 0
-3 -50 -81 -134 -13 0
-19 -50 -81 -134 -29 0
-34 -50 -81 -134 -44 0
-4 -63 -81 -134 -13 0
-20 -63 -81 -134 -29 0
-35 -63 -81 -134 -44 0
-49 -63 -81 -134 -58 0
-1 -22 -92 -134 -13 0
-2 -37 -92 -134 -13 0
-18 -37 -92 -134 -29 0
-3 -51 -92 -134 -13 0
-19 -51 -92 -134 -29 0
-34 -51 -92 -134 -44 0
-4 -64 -92 -134 -13 0
-20 -64 -92 -134 -29 0
-35 -64 -92 -134 -44 0
-49 -64 -92 -134 -58 0
-5 -76 -92 -134 -13 0
-21 -76 -92 -134 -29 0
-36 -76 -92 -134 -44 0
-50 -76 -92 -134 -58 0
-63 -76 -92 -134 -71 0
-1 -23 -102 -134 -13 0
-2 -38 -102 -134 -13 0
-18 -38 -102 -134 -29 0
-3 -52 -102 -134 -13 0
-19 -52 -102 -134 -29 0
-34 -52 -102 -134 -44 0
-4 -65 -102 -134 -13 0
-20 -65 -102 -134 -29 0
-35 -65 -102 -134 -44 0
-49 -65 -102 -134 -58 0
-5 -77 -102 -134 -13 0
-21 -77 -102 -134 -29 0
-36 -77 -102 -134 -44 0
-50 -77 -102 -134 -58 0
-63 -77 -102 -134 -71 0
-6 -88 -102 -134 -13 0
-22 -88 -102 -134 -29 0
-37 -88 -102 -134 -44 0
-51 -88 -102 -134 -58 0
-64 -88 -102 -134 -71 0
-76 -88 -102 -134 -83 0
-1 -24 -111 -134 -13 0
-2 -39 -111 -134 -13 0
-18 -39 -111 -134 -29 0
-3 -53 -111 -134 -13 0
-19 -53 -111 -134 -29 0
-34 -53 -111 -134 -44 0
-4 -66 -111 -134 -13 0
-20 -66 -111 -134 -29 0
-35 -66 -111 -134 -44 0
-49 -66 -111 -134 -58 0
-5 -78 -111 -134 -13 0
-21 -78 -111 -134 -29 0
-36 -78 -111 -134 -44 0
-50 -78 -111 -134 -58 0
-63 -78 -111 -134 -71 0
-6 -89 -111 -134 -13 0
-22 -89 -111 -134 -29 0
-37 -89 -111 -134 -44 0
-51 -89 -111 -134 -58 0
-64 -89 -111 -134 -71 0
-76 -89 -111 -134 -83 0
-7 -99 -111 -134 -13 0
-23 -99 -111 -134 -29 0
-38 -99 -111 -134 -44 0
-52 -99 -111 -134 -58 0
-65 -99 -111 -134 -71 0
-77 -99 -111 -134 -83 0
-88 -99 -111 -134 -94 0
-1 -25 -119 -134 -13 0
-2 -40 -119 -134 -13 0
-18 -40 -119 -134 -29 0
-3 -54 -119 -134 -13 0
-19 -54 -119 -134 -29 0
-34 -54 -119 -134 -44 0
-4 -67 -119 -134 -13 0
-20 -67 -119 -134 -29 0
-35 -67 -119 -134 -44 0
-49 -67 -119 -134 -58 0
-5 -79 -119 -134 -13 0
-21 -79 -119 -134 -29 0
-36 -79 -119 -134 -44 0
-50 -79 -119 -134 -58 0
-63 -79 -119 -134 -71 0
-6 -90 -119 -134 -13 0
-22 -90 -119 -134 -29 0
-37 -90 -119 -134 -44 0
-51 -90 -119 -134 -58 0
-64 -90 -119 -134 -71 0
-76 -90 -119 -134 -83 0
-7 -100 -119 -134 -13 0
-23 -100 -119 -134 -29 0
-38 -100 -119 -134 -44 0
-52 -100 -119 -134 -58 0
-65 -100 -119 -134 -71 0
-77 -100 -119 -134 -83 0
-88 -100 -119 -134 -94 0
-8 -109 -119 -134 -13 0
-24 -109 -119 -134 -29 0
-39 -109 -119 -134 -44 0
-53 -109 -119 -134 -58 0
-66 -109 -119 -134 -71 0
-78 -109 -119 -134 -83 0
-89 -109 -119 -134 -94 0
-99 -109 -119 -134 -104 0
-1 -26 -126 -134 -13 0
-2 -41 -126 -134 -13 0
-18 -41 -126 -134 -29 0
-3 -55 -126 -134 -13 0
-19 -55 -126 -134 -29 0
-34 -55 -126 -134 -44 0
-4 -68 -126 -134 -13 0
-20 -68 -126 -134 -29 0
-35 -68 -126 -134 -44 0
-49 -68 -126 -134 -58 0
-5 -80 -126 -134 -13 0
-21 -80 -126 -134 -29 0
-36 -80 -126 -134 -44 0
-50 -80 -126 -134 -58 0
-63 -80 -126 -134 -71 0
-6 -91 -126 -134 -13 0
-22 -91 -126 -134 -29 0
-37 -91 -126 -134 -44 0
-51 -91 -126 -134 -58 0
-64 -91 -126 -134 -71 0
-76 -91 -126 -134 -83 0
-7 -101 -126 -134 -13 0
-23 -101 -126 -134 -29 0
-38 -101 -126 -134 -44 0
-52 -101 -126 -134 -58 0
-65 -101 -126 -134 -71 0
-77 -101 -126 -134 -83 0
-88 -101 -126 -134 -94 0
-8 -110 -126 -134 -13 0
-24 -110 -126 -134 -29 0
-39 -110 -126 -134 -44 0
-53 -110 -126 -134 -58 0
-66 -110 -126 -134 -71 0
-78 -110 -126 -134 -83 0
-89 -110 -126 -134 -94 0
-99 -110 -126 -134 -104 0
-9 -118 -126 -134 -13 0
-25 -118 -126 -134 -29 0
-40 -118 -126 -134 -44 0
-54 -118 -126 -134 -58 0
-67 -118 -126 -134 -71 0
-79 -118 -126 -134 -83 0
-90 -118 -126 -134 -94 0
-100 -118 -126 -134 -104 0
-109 -118 -126 -134 -113 0
-1 -18 -43 -139 -13 0
-1 -19 -57 -139 -13 0
-2 -34 -57 -139 -13 0
-18 -34 -57 -139 -29 0
-1 -20 -70 -139 -13 0
-2 -35 -70 -139 -13 0
-18 -35 -70 -139 -29 0
-3 -49 -70 -139 -13 0
-19 -49 -70 -139 -29 0
-34 -49 -70 -139 -44 0
-1 -21 -82 -139 -13 0
-2 -36 -82 -139 -13 0
-18 -36 -82 -139 -29 0
-3 -50 -82 -139 -13 0
-19 -50 -82 -139 -29 0
-34 -50 -82 -139 -44 0
-4 -63 -82 -139 -13 0
-20 -63 -82 -139 -29 0
-35 -63 -82 -139 -44 0
-49 -63 -82 -139 -58 0
-1 -22 -93 -139 -13 0
-2 -37 -93 -139 -13 0
-18 -37 -93 -139 -29 0
-3 -51 -93 -139 -13 0
-19 -51 -93 -139 -29 0
-34 -51 -93 -139 -44 0
-4 -64 -93 -139 -13 0
-20 -64 -93 -139 -29 0
-35 -64 -93 -139 -44 0
-49 -64 -93 -139 -58 0
-5 -76 -93 -139 -13 0
-21 -76 -93 -139 -29 0
-36 -76 -93 -139 -44 0
-50 -76 -93 -139 -58 0
-63 -76 -93 -139 -71 0
-1 -23 -103 -139 -13 0
-2 -38 -103 -139 -13 0
-18 -38 -103 -139 -29 0
-3 -52 -103 -139 -13 0
-19 -52 -103 -139 -29 0
-34 -52 -103 -139 -44 0
-4 -65 -103 -139 -13 0
-20 -65 -103 -139 -29 0
-35 -65 -103 -139 -44 0
-49 -65 -103 -139 -58 0
-5 -77 -103 -139 -13 0
-21 -77 -103 -139 -29 0
-36 -77 -103 -139 -44 0
-50 -77 -103 -139 -58 0
-63 -77 -103 -139 -71 0
-6 -88 -103 -139 -13 0
-22 -88 -103 -139 -29 0
-37 -88 -103 -139 -44 0
-51 -88 -103 -139 -58 0
-64 -88 -103 -139 -71 0
-76 -88 -103 -139 -83 0
-1 -24 -112 -139 -13 0
-2 -39 -112 -139 -13 0
-18 -39 -112 -139 -29 0
-3 -53 -112 -139 -13 0
-19 -53 -112 -139 -29 0
-34 -53 -112 -139 -44 0
-4 -66 -112 -139 -13 0
-20 -66 -112 -139 -29 0
-35 -66 -112 -139 -44 0
-49 -66 -112 -139 -58 0
-5 -78 -112 -139 -13 0
-21 -78 -112 -139 -29 0
-36 -78 -112 -139 -44 0
-50 -78 -112 -139 -58 0
-63 -78 -112 -139 -71 0
-6 -89 -112 -139 -13 0
-22 -89 -112 -139 -29 0
-37 -89 -112 -139 -44 0
-51 -89 -112 -139 -58 0
-64 -89 -112 -139 -71 0
-76 -89 -112 -139 -83 0
-7 -99 -112 -139 -13 0
-23 -99 -112 -139 -29 0
-38 -99 -112 -139 -44 0
-52 -99 -112 -139 -58 0
-65 -99 -112 -139 -71 0
-77 -99 -112 -139 -83 0
-88 -99 -112 -139 -94 0
-1 -25 -120 -139 -13 0
-2 -40 -120 -139 -13 0
-18 -40 -120 -139 -29 0
-3 -54 -120 -139 -13 0
-19 -54 -120 -139 -29 0
-34 -54 -120 -139 -44 0
-4 -67 -120 -139 -13 0
-20 -67 -120 -139 -29 0
-35 -67 -120 -139 -44 0
-49 -67 -120 -139 -58 0
-5 -79 -120 -139 -13 0
-21 -79 -120 -139 -29 0
-36 -79 -120 -139 -44 0
-50 -79 -120 -139 -58 0
-63 -79 -120 -139 -71 0
-6 -90 -120 -139 -13 0
-22 -90 -120 -139 -29 0
-37 -90 -120 -139 -44 0
-51 -90 -120 -139 -58 0
-64 -90 -120 -139 -71 0
-76 -90 -120 -139 -83 0
-7 -100 -120 -139 -13 0
-23 -100 -120 -139 -29 0
-38 -100 -120 -139 -44 0
-52 -100 -120 -139 -58 0
-65 -100 -120 -139 -71 0
-77 -100 -120 -139 -83 0
-88 -100 -120 -139 -94 0
-8 -109 -120 -139 -13 0
-24 -109 -120 -139 -29 0
-39 -109 -120 -139 -44 0
-53 -109 -120 -139 -58 0
-66 -109 -120 -139 -71 0
-78 -109 -120 -139 -83 0
-89 -109 -120 -139 -94 0
-99 -109 -120 -139 -104 0
-1 -26 -127 -139 -13 0
-2 -41 -127 -139 -13 0
-18 -41 -127 -139 -29 0
-3 -55 -127 -139 -13 0
-19 -55 -127 -139 -29 0
-34 -55 -127 -139 -44 0
-4 -68 -127 -139 -13 0
-20 -68 -127 -139 -29 0
-35 -68 -127 -139 -44 0
-49 -68 -127 -139 -58 0
-5 -80 -127 -139 -13 0
-21 -80 -127 -139 -29 0
-36 -80 -127 -139 -44 0
-50 -80 -127 -139 -58 0
-63 -80 -127 -139 -71 0
-6 -91 -127 -139 -13 0
-22 -91 -127 -139 -29 0
-37 -91 -127 -139 -44 0
-51 -91 -127 -139 -58 0
-64 -91 -127 -139 -71 0
-76 -91 -127 -139 -83 0
-7 -101 -127 -139 -13 0
-23 -101 -127 -139 -29 0
-38 -101 -127 -139 -44 0
-52 -101 -127 -139 -58 0
-65 -101 -127 -139 -71 0
-77 -101 -127 -139 -83 0
-88 -101 -127 -139 -94 0
-8 -110 -127 -139 -13 0
-24 -110 -127 -139 -29 0
-39 -110 -127 -139 -44 0
-53 -110 -127 -139 -58 0
-66 -110 -127 -139 -71 0
-78 -110 -127 -139 -83 0
-89 -110 -127 -139 -94 0
-99 -110 -127 -139 -104 0
-9 -118 -127 -139 -13 0
-25 -118 -127 -139 -29 0
-40 -118 -127 -139 -44 0
-54 -118 -127 -139 -58 0
-67 -118 -127 -139 -71 0
-79 -118 -127 -139 -83 0
-90 -118 -127 -139 -94 0
-100 -118 -127 -139 -104 0
-109 -118 -127 -139 -113 0
-1 -27 -133 -139 -13 0
-2 -42 -133 -139 -13 0
-18 -42 -133 -139 -29 0
-3 -56 -133 -139 -13 0
-19 -56 -133 -139 -29 0
-34 -56 -133 -139 -44 0
-4 -69 -133 -139 -13 0
-20 -69 -133 -139 -29 0
-35 -69 -133 -139 -44 0
-49 -69 -133 -139 -58 0
-5 -81 -133 -139 -13 0
-21 -81 -133 -139 -29 0
-36 -81 -133 -139 -44 0
-50 -81 -133 -139 -58 0
-63 -81 -133 -139 -71 0
-6 -92 -133 -139 -13 0
-22 -92 -133 -139 -29 0
-37 -92 -133 -139 -44 0
-51 -92 -133 -139 -58 0
-64 -92 -133 -139 -71 0
-76 -92 -133 -139 -83 0
-7 -102 -133 -139 -13 0
-23 -102 -133 -139 -29 0
-38 -102 -133 -139 -44 0
-52 -102 -133 -139 -58 0
-65 -102 -133 -139 -71 0
-77 -102 -133 -139 -83 0
-88 -102 -133 -139 -94 0
-8 -111 -133 -139 -13 0
-24 -111 -133 -139 -29 0
-39 -111 -133 -139 -44 0
-53 -111 -133 -139 -58 0
-66 -111 -133 -139 -71 0
-78 -111 -133 -139 -83 0
-89 -111 -133 -139 -94 0
-99 -111 -133 -139 -104 0
-9 -119 -133 -139 -13 0
-25 -119 -133 -139 -29 0
-40 -119 -133 -139 -44 0
-54 -119 -133 -139 -58 0
-67 -119 -133 -139 -71 0
-79 -119 -133 -139 -83 0
-90 -119 -133 -139 -94 0
-100 -119 -133 -139 -104 0
-109 -119 -133 -139 -113 0
-10 -126 -133 -139 -13 0
-26 -126 -133 -139 -29 0
-41 -126 -133 -139 -44 0
-55 -126 -133 -139 -58 0
-68 -126 -133 -139 -71 0
-80 -126 -133 -139 -83 0
-91 -126 -133 -139 -94 0
-101 -126 -133 -139 -104 0
-110 -126 -133 -139 -113 0
-118 -126 -133 -139 -121 0
